Pickup Location,Drop Location,Ride Distance,Booking Value,Avg Customer Arrival Time,Driver Ratings,Avg Vehicle Arrival Time,Customer Rating,Hour,Cancelled by Customer,Cancelled by Driver,Completed,Incomplete,No Driver Found,Auto,Bike,Go Mini,Go Sedan,Premier Sedan,Uber XL,eBike,Cash,Credit Card,Debit Card,UPI,Uber Wallet,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
4744,2740,0.43,32.61,2.9,4.25,1.93,4.13,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2707,809,26.93,33.8,2.43,4.15,1.57,4.17,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
815,793,8.18,192.91,4.07,4.36,1.28,4.6,17,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
783,3484,4.09,64.29,4.24,4.05,3.94,3.77,19,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4733,779,3.57,63.2,5.5,4.06,3.02,4.13,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5592,802,3.11,58.72,2.71,3.73,3.03,3.14,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
784,786,1.54,41.16,4.84,3.84,3.03,3.59,13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
798,5174,16.16,190.65,4.64,3.99,1.28,4.26,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
749,3584,2.04,362.705,5.23,4.41,1.61,4.62,20,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
740,784,10.71,186.31,4.2,4.13,2.66,4.01,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
746,732,13.38,162.6,4.08,4.3,3.47,4.19,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
727,4901,0.43,32.61,7.42,3.61,7.75,2.41,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
712,818,5.19,98.31,3.42,4.16,1.68,4.18,19,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
731,3584,13.25,311.86,4.55,4.56,2.35,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
780,759,5.26,89.94,7.66,3.51,6.05,2.78,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
757,752,3.79,50.55,3.16,3.82,1.28,3.98,15,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
733,767,0.43,34.9,2.99,4.46,1.48,5.0,15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
768,4966,18.82,272.15,3.73,4.04,2.42,4.2,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5774,790,1.8,35.31,2.83,4.14,2.02,4.27,7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
783,806,2.15,48.49,2.43,4.55,1.28,5.0,15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4733,3584,26.79,233.1,3.66,4.16,2.81,4.37,17,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
773,803,7.76,71.75,3.96,4.23,1.75,4.28,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3600,752,4.16,83.62,4.45,3.77,2.83,3.88,18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
780,5670,0.43,32.61,2.43,4.65,2.16,5.0,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2499,767,18.36,296.26,6.62,3.45,7.75,2.64,11,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2707,707,9.41,111.73,2.92,3.94,1.97,4.0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
740,3584,11.6,119.79,3.11,4.06,2.22,4.05,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4733,791,14.33,362.705,9.46,3.58,7.06,2.92,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4744,3479,3.58,81.46,3.17,4.22,3.21,4.03,11,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
763,749,26.93,362.705,5.08,4.17,1.74,4.48,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4130,780,7.11,158.79,2.48,4.47,2.3,4.78,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2730,4901,8.93,110.92,8.11,3.35,5.89,2.79,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5774,841,18.35,269.33,8.63,2.97,4.4,2.54,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
810,873,6.26,63.91,5.15,3.64,6.52,2.71,12,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4130,5174,3.4,75.09,4.42,4.18,2.63,4.48,21,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
793,760,13.12,96.69,8.77,2.9,4.25,2.37,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4744,809,1.76,44.55,3.18,4.04,1.37,4.13,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761,767,1.71,60.45,3.63,4.48,1.28,5.0,14,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
719,752,1.13,46.87,3.09,3.93,2.22,3.87,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5175,5481,26.93,362.705,5.51,4.48,2.88,4.6,23,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
782,786,9.13,140.79,4.67,3.55,3.28,3.64,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
800,812,13.99,136.92,4.25,4.04,2.28,4.05,20,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
897,785,15.46,191.54,4.34,4.13,2.21,4.26,23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
800,759,2.13,45.95,4.63,3.84,2.38,3.97,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3546,773,4.73,157.3,8.07,3.38,5.21,3.02,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
731,782,1.85,67.08,2.43,4.35,2.0,4.48,19,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5592,806,0.43,32.61,6.06,3.05,4.4,2.44,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5592,4966,5.13,106.6,2.54,4.04,1.28,5.0,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
749,809,23.29,192.06,7.61,3.66,3.8,3.35,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
784,808,5.2,135.83,3.83,4.24,2.66,4.28,17,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5774,3584,4.2,65.32,3.36,3.8,3.46,3.64,17,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5175,802,4.96,86.59,7.51,3.06,7.75,2.36,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3716,806,26.93,34.25,2.43,4.44,1.83,4.36,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5774,799,2.33,60.0,9.46,2.88,5.59,2.12,17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
761,5174,0.43,32.61,6.86,3.84,2.66,3.29,15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4130,773,18.36,325.44,3.47,4.14,2.0,4.41,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
778,759,16.25,190.73,6.99,3.39,6.78,2.48,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
815,781,3.9,56.32,2.75,4.43,1.28,4.68,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
712,3484,4.27,89.94,3.54,4.43,3.63,4.28,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
791,3479,13.85,131.09,4.26,4.04,2.65,3.72,19,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5202,4464,0.43,34.87,2.49,4.62,2.27,4.78,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4733,766,12.59,362.705,4.28,4.25,2.18,4.36,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4744,5670,0.43,32.61,2.43,4.37,2.66,4.47,14,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
811,806,5.39,102.13,5.8,3.1,5.84,2.34,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
783,4464,6.78,161.55,4.32,4.04,1.95,4.6,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5175,5670,8.66,78.28,4.35,4.32,2.03,4.6,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5117,806,17.57,356.48,9.46,3.54,7.29,2.78,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
727,2583,2.1,45.79,4.09,3.31,7.75,2.53,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
785,761,1.48,39.08,3.12,4.04,2.48,3.94,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
756,3490,8.38,79.72,5.98,3.85,1.88,3.88,22,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
783,808,9.5,113.64,8.74,3.25,3.26,3.04,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
783,806,2.69,85.1,6.27,3.61,5.47,3.17,12,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3534,5670,10.66,92.62,4.29,4.2,2.35,4.34,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4130,752,15.51,124.09,3.84,4.18,2.54,4.31,16,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5774,3479,0.57,32.61,3.23,4.1,4.33,3.63,12,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5117,2740,11.82,264.18,3.13,4.58,3.08,4.66,18,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3716,5670,11.05,243.52,3.76,4.35,2.72,4.45,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
794,4966,5.44,72.83,6.44,3.14,6.44,2.19,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
760,5670,8.64,97.69,3.24,3.95,7.75,3.78,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3600,752,13.36,162.83,3.88,4.13,2.59,4.29,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5202,2740,18.75,195.36,4.68,4.0,1.28,4.22,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3546,793,14.83,362.705,4.38,4.73,2.83,4.96,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
702,752,19.35,266.55,9.46,2.97,6.14,2.23,18,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5592,5174,3.8,59.33,3.87,4.07,2.98,3.85,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
815,799,9.96,90.46,8.72,3.03,6.39,2.26,7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
732,760,22.39,190.01,3.54,4.12,2.82,4.05,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
761,819,3.99,76.7,3.46,3.96,3.29,3.87,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
772,781,0.74,37.38,4.75,4.19,3.16,4.16,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
798,2583,1.24,89.94,2.43,4.04,2.29,4.57,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5175,802,11.61,286.33,3.34,4.24,1.85,4.18,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5175,5670,1.33,55.23,7.17,3.36,6.8,2.66,8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2730,4464,13.53,202.98,3.29,3.91,1.48,3.95,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4130,2583,23.44,248.59,3.85,4.18,3.05,4.22,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5117,5174,2.75,52.84,6.52,3.16,5.01,2.66,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
780,827,10.5,256.5,5.85,3.68,7.27,2.83,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4130,4966,2.47,59.86,2.6,4.47,1.28,4.85,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5117,3479,0.43,32.61,6.42,2.97,5.72,2.26,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
756,763,0.99,34.89,3.86,4.12,1.96,4.32,15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750,3479,10.66,113.37,7.08,3.16,7.27,2.34,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
817,827,1.71,53.1,8.29,3.63,7.24,2.96,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
797,4464,4.98,88.37,4.05,3.75,2.34,3.77,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
767,841,0.66,362.705,2.51,4.38,1.28,4.8,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
749,786,3.94,54.3,5.45,4.12,2.58,4.01,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
760,5481,8.49,265.9,3.89,4.04,2.1,4.57,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
784,786,1.44,51.59,2.43,3.71,5.74,2.71,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
764,767,14.22,162.58,4.88,3.71,2.37,3.72,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3716,5174,3.23,89.94,6.01,5.0,6.21,2.19,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4130,768,0.81,38.53,3.0,3.49,1.58,3.44,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5117,806,8.31,93.08,4.46,3.87,2.7,3.87,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5202,873,4.81,75.41,3.36,4.17,3.1,4.22,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
719,782,17.61,362.705,9.46,3.16,7.75,2.35,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
756,3584,3.59,59.42,3.63,3.8,2.78,3.68,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
765,761,16.06,362.705,4.52,4.6,2.54,5.0,22,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
779,5481,7.29,67.65,3.75,4.05,2.37,4.26,13,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
795,4901,7.95,81.64,9.46,3.16,7.46,2.21,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5117,743,6.41,110.3,2.83,4.61,2.56,4.59,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4733,758,5.13,90.56,3.35,3.83,3.61,3.48,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5592,4870,3.19,61.77,3.6,3.96,1.28,4.15,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
794,2773,19.18,343.08,5.59,3.9,2.42,3.94,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
746,825,3.28,66.31,3.57,4.2,2.19,4.42,17,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4733,768,4.72,97.25,4.71,3.64,2.66,2.76,17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3534,3490,2.14,75.53,2.78,4.4,1.44,4.53,17,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3534,5481,0.43,36.93,2.51,3.92,1.28,4.03,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
777,789,4.77,94.82,2.43,4.11,3.63,4.2,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5175,782,26.93,362.705,4.22,4.09,3.6,4.19,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
813,793,8.4,101.53,3.06,3.91,2.42,3.77,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5592,4966,12.26,195.11,3.53,3.99,3.03,4.03,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
784,780,12.16,194.44,3.9,4.31,1.44,4.47,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5774,4966,3.5,135.89,4.61,4.3,1.32,4.7,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4130,5174,0.59,35.94,3.19,3.9,2.23,3.89,19,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4744,743,12.25,141.89,4.39,4.12,2.18,4.16,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3534,3490,2.87,92.34,5.14,4.06,2.42,4.29,11,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766,781,0.43,32.61,2.84,4.19,2.71,4.32,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5774,827,0.52,40.78,2.43,4.38,1.54,4.68,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5592,4966,0.43,32.61,2.45,4.01,2.86,3.97,23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4744,763,7.12,180.49,4.62,4.49,2.11,4.84,11,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5202,754,4.0,64.16,4.15,3.8,1.9,3.63,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
784,3490,1.96,89.94,7.14,3.3,3.5,3.1,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
772,4027,1.21,42.49,2.93,4.42,2.53,4.47,10,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
811,2773,18.24,159.69,3.1,4.17,3.61,4.29,19,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2499,778,0.43,32.61,2.84,4.11,1.28,4.39,21,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
774,3584,11.42,217.95,3.03,4.52,2.31,4.7,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3534,2773,11.02,110.34,3.77,4.19,1.82,4.47,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
767,771,6.92,86.92,5.15,3.37,7.04,2.16,19,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3600,2740,16.1,189.1,4.06,3.46,2.43,3.51,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2499,4966,4.93,70.03,7.67,3.06,6.36,2.13,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
753,793,0.43,32.61,4.33,3.79,1.38,4.01,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5592,778,6.88,118.48,4.05,4.04,3.56,4.0,19,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
739,4870,1.67,42.32,3.53,4.28,2.21,4.45,21,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5202,2773,26.93,64.77,2.86,3.6,3.36,3.34,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
772,743,4.6,168.08,3.36,5.0,2.32,5.0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
744,4464,6.97,132.46,7.27,4.04,5.21,2.82,17,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
761,5670,7.78,125.96,5.23,4.16,3.61,4.21,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
779,4464,1.69,35.55,3.28,4.14,1.91,4.04,23,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
